Probe_ID,GSM2278612,GSM2278613,GSM2278614,GSM2278620,GSM2278623,GSM2278627,GSM2278630,GSM2278631,GSM2278635,GSM2278643,GSM2278644,GSM2278648,GSM2278659,GSM2278665,GSM2278671,GSM2278680,GSM2278685,GSM2278695,GSM2278750,GSM2278754,GSM2278756,GSM2278758,GSM1447496,GSM1447498,GSM1447501,GSM1447504,GSM1447522,GSM1447523,GSM1447525,GSM1447539,GSM1447557,GSM1447565,GSM1447567,GSM1447570,GSM1447572,GSM1447579,GSM1447583,GSM1447584,GSM1447585,GSM1447587,GSM1447589,GSM1447594,GSM1447695,GSM1447708,GSM1447714,GSM1447715,GSM1447731,GSM1447735,GSM1447742,GSM1447746,GSM1447751,GSM1447752,GSM1447765,GSM1447768,GSM1447781,GSM1447782,GSM1447784,GSM1447785,GSM1447786,GSM1447793,GSM1447796,GSM1447797,GSM1447800,GSM1447801,GSM1447810,GSM1447815,GSM1447818,GSM1447823,GSM1447824,GSM1447834,GSM1447838,GSM1447843
MIMAT0000062,-0.7836959097582208,0.18851731211689043,-0.5458739537711396,0.17588366832370822,-0.30304512238114,-0.17332458248757715,-0.20433011021323555,-0.2364932905019997,-0.004948660463846804,-0.18349790608553582,-1.794762958600866,-0.5213828722827668,-0.3537762560612634,-0.2249276620415762,0.40410540870125056,1.9433534277437323,-1.2649717433753531,-0.7783347227711752,-0.5720199689206925,2.2587384840246987,-1.5642381653058124,-0.8768472753546384,0.9186064991454205,0.47473456263752084,0.8869013608234275,0.352443314824121,0.9027539299844229,-1.0312595076571331,0.22109345606158018,0.9038862563530662,0.647980497039839,-0.5658733701450253,0.393207064095255,-0.16729448838283068,-2.2790831659012754,0.043318216184692636,-1.8657840413467275,-0.004239491298296302,-0.17522077296332947,-2.2790831659012754,-2.2790831659012754,-0.3654516028952863,0.4826608472180207,-0.2205138277090334,0.9038862563530662,0.3773544949342585,0.9299297628318459,0.8778427498742865,1.1699829529840766,-1.5827024491860784,1.0929847599163798,0.8280203896540126,0.7691394184845977,1.4541968715133682,1.006927955899543,-0.21032289039124966,0.9469146583614857,1.271892326161911,0.44869105615874216,0.09200825003632433,-1.0199362439707071,1.0284421569037527,1.8414524895891384,0.15994783215487973,-0.08576698984056376,0.13503665204474222,1.0748675380180988,0.15994783215487973,0.2924300172860639,0.7634777866413843,0.104463840091392,0.9910753867385463
MIMAT0000063,-0.36037359823648224,1.3364455594950033,0.019667070597583363,0.7944430233162432,-0.09195814992577087,-1.128272590335853,-0.529232869754263,-0.9612492770697506,-0.7687018993523358,-0.6964738025598911,-0.47754109007157386,-0.8039327351072021,-2.0293916672630465,-0.8116227285857833,-3.435630639769665,-0.8451726607535432,-0.07149464132723492,0.2736676802307093,-0.513164868709387,-0.30365498778277716,0.24268660048786933,0.34003734974471644,1.004439787189123,0.3854322263932942,0.4644050484085226,0.125286459754897,0.9080464897293603,-0.9118125117097837,-0.00943188368284455,0.18219334620704655,0.6746121187725844,-0.7910305486276705,1.0253443577225656,-0.6040507788563229,-2.319386927628253,3.001987638162528,-1.917554627374301,0.2135502020072102,0.10089779413254747,-2.319386927628253,-2.319386927628253,-0.4112641839367964,0.7605531309656258,-0.669087220515922,0.8848191891366461,0.6873871340985763,0.5840256464609994,0.8848191891366461,0.935919250440617,-0.8688420056132625,1.250649173471891,0.9452101706777017,0.6722893887133117,1.9823091421423826,0.8488168732179391,-0.040788739483008214,0.6746121187725844,1.4655017039544962,0.06373411318420502,0.11947963460671819,-0.8839397509985272,1.082251244174715,1.3331060905760255,0.8012009070028754,0.2449070578073749,0.3865935914229306,1.2076786673753708,-0.016400073860658698,0.42143454231200134,1.5549268112364458,0.6583530083576844,1.5212472253770093
MIMAT0000064,-1.1379912758831168,0.48185443679538004,0.4288005110636908,0.993253422958426,0.5600331154068459,-0.00935330310672609,1.051019467458102,-0.7042019214755234,-0.17564651985782062,-0.29401269164088184,-0.0549123098298688,-0.605571844227706,-0.8286995914086472,0.8121388454806955,-1.8928175312876878,-1.0647352054538137,0.018064090293641654,0.6657414250081212,0.8487707785172864,0.01979837291771612,0.05206209247296942,0.801973057337649,1.0919362131755677,0.6464461773562231,0.6746566281732792,0.5970778884263755,1.2835321916414075,-0.1375692682677946,1.034339876090745,1.20007627464095,0.7393055779623666,-1.1613735458367898,0.00583385671890703,-0.7382167835809483,-2.1487393244337536,0.01641277577530334,-2.1487393244337536,-0.011797675041753851,-0.011797675041753851,-2.1487393244337536,-2.1487393244337536,-0.33504242398718725,0.7745686414836862,-0.13521839736637345,0.8427438976249052,0.5947270175249533,0.5136219714259167,0.575920050313583,0.8815332674983576,-1.1355139659211548,1.2459182572186658,1.2271112900072954,0.8474456394277475,1.6373382623053192,0.7157968689481528,-0.6371293348198303,0.5477095994965258,1.5068649272764352,0.40195560360840293,0.023465388479566817,-0.9415671165538944,1.2271112900072954,1.5280227653892278,-0.5959890940449573,-0.4220246473397767,0.31262250935439234,0.812182575906428,0.2244648505510923,-0.9932862763851638,0.7393055779623666,-0.44670879180470213,-0.680620446496125
MIMAT0000065,-0.4142393163759156,-0.5118475051438248,-0.5390875445488578,0.5461554112783642,0.6048398926846978,-0.1430687036434079,-1.1381747273272036,-0.8603945228235714,-0.42544281445222626,-0.6200167431101885,-1.2893779320127434,0.2231640087283663,-1.5819767776008191,-0.15441087766250258,0.35486463294163784,0.42091748914187715,1.4772203607277186,-2.082292900878193,-0.18237071757295292,0.022932100948721546,-1.2120545884253904,-0.8821188984895422,0.6154430073634412,0.4201132380470123,0.8006695127497104,0.4145003136413677,0.5290039715165158,-0.353347745050801,0.597481649265379,0.6962691188047219,0.911805415981472,-0.8888207333492877,0.3695969183962112,-0.25568286039258664,-2.1607094036683336,-0.40498664958273056,-2.1607094036683336,0.15406062121946276,-0.5453097597238433,-2.1607094036683336,-2.1607094036683336,-0.09739839215341164,0.4549133693620081,-0.0917854677477671,0.969057244919046,0.8141405313232565,0.4145003136413677,0.3123450894586383,1.2014323153127286,-1.5197134365437306,0.8321018894213186,1.1082577701790293,0.6872884397556908,1.145303071256283,0.7602564570290701,-0.616032607234964,0.4818554065091024,1.443910649636571,0.3123450894586383,-0.7496202080893039,-0.36569617874321864,1.191329051382568,1.3305295766425524,0.04292471798770119,0.5301265563976454,0.1428347724081731,0.9780379239680771,-0.06484343060067332,-0.22088272907759082,0.7041272129726245,0.20906728039477876,-0.28487006730193787
MIMAT0000066,-0.5179839333674651,-0.3044505631992559,-0.13279541290888075,1.5980745965690932,0.3129661569370939,0.1760490112050873,-0.36297475261032536,-0.9381235001797649,1.939113947631174,-0.8784551438761272,-0.9386083785800026,0.32988851026765775,-0.49936921606104895,-0.2696432197859777,0.09105920185533013,-0.6245621800764901,-0.49209558922471297,-1.849129012019223,-0.2881067565466175,-1.161624879707993,-0.7409029535718047,0.9309751508314399,-0.5452094502886708,-0.5452094502886708,0.07924907016847947,-0.5452094502886708,0.614162595239324,-0.5452094502886708,-0.5452094502886708,-0.2082374939665103,-0.5452094502886708,-0.5452094502886708,-0.5452094502886708,-0.5452094502886708,-0.5452094502886708,0.5858852282752262,-0.5452094502886708,-0.5452094502886708,-0.5452094502886708,-0.5452094502886708,-0.5452094502886708,-0.5452094502886708,0.14287314583769914,-0.5452094502886708,-0.5452094502886708,-0.5452094502886708,-0.5452094502886708,-0.5452094502886708,0.8097477167409974,-0.5452094502886708,1.0241844162187352,1.2291953267084421,1.0359666524537758,-0.5452094502886708,-0.2930695948588028,-0.5452094502886708,-0.23180196643659148,0.29839866414023636,-0.5452094502886708,-0.420317746197241,-0.5452094502886708,1.1938486180033203,3.1661949637491174,-0.27421801688273834,-0.5452094502886708,-0.5452094502886708,0.7343414048367372,-0.5452094502886708,-0.5452094502886708,-0.5452094502886708,-0.5452094502886708,3.3476414017687417
MIMAT0000067,-0.1565544802296833,0.044276963238554,0.1457984847249528,0.5844212556708989,-1.2594412473101673,-0.058530647364238346,-0.6870626183012462,0.28647580123013133,-1.276502044025751,0.6147085796965359,-0.16022018070578128,-0.9987765720848205,-0.760291433373266,0.4482402286546547,-0.09452619786595857,5.245143473285915,0.7493403452031306,-0.28655681840924385,-0.7261734128007493,-0.6993999179673068,-0.7236323403128625,-0.1774356282434672,0.884835879081616,-0.8265287842182972,0.5345745296809157,-0.5822675800309675,0.7189226083128625,-0.8265287842182972,-0.8265287842182972,-0.3917745654446211,-0.8265287842182972,-0.8265287842182972,-0.5745864100879695,-0.8265287842182972,-0.8265287842182972,0.3870960667753572,-0.8265287842182972,-0.8265287842182972,-0.8265287842182972,-0.8265287842182972,-0.8265287842182972,-0.8265287842182972,1.0077345981695807,-0.2043540188354745,0.9570388765457957,-0.6928764272101362,1.1444594231549423,0.6236761010196905,2.259765298878225,-0.8265287842182972,1.3564597135816827,0.02147237748866183,0.6866616945522717,0.540719465635313,0.8541111993096242,-0.8265287842182972,0.7941980737542413,-0.28884688820845034,-0.8265287842182972,0.2672698156645914,-0.8265287842182972,1.7896776983667582,2.149156451699057,-0.11064374553090157,-0.6206734297459564,-0.8265287842182972,0.8633286032412221,-0.3180353339918422,-0.8265287842182972,1.6222281936094063,0.6958790984838694,1.2566045043227094
MIMAT0000068,0.1361292511462335,1.7281301591546265,-0.6187317353236446,1.0760951516342256,0.11635663717884036,1.7104581456228547,0.6564102962532672,-0.8020353272841101,-1.1752963428806036,0.15789887087709703,1.0756976873176973,-0.32122853768778137,-0.362876126019688,0.7425194873630212,0.810528859591057,3.7598386472461556,-0.18441819417639538,0.45970630473414464,-0.03639580656063614,-0.4983658160928639,0.6027514304528123,-0.2829564237320343,1.4796389478560674,0.12134193956625276,1.4474752664211532,1.0083173083675252,0.43431930122137447,0.4021556197864596,2.508876753773304,-0.5169834304497265,1.6317979023366203,0.398444425774739,-0.17307945203026473,-0.09019611910183327,-1.8072418818579925,-1.3829286998512471,-1.8072418818579925,1.9497235226740361,0.5147285048086576,-1.8072418818579925,-1.8072418818579925,-0.5169834304497265,0.016191442567496515,-1.8072418818579925,-0.01597223886741776,0.18443223776550652,0.8239946724520582,0.9662571095680227,-0.9536672591622074,-1.1318045717248062,0.14113497429543048,0.6458573598894592,0.3093757694934405,2.444549390903478,0.11020835753108975,-1.1132486016662022,-0.7062543250474872,0.22525537189443487,-0.49719039572054885,0.16463920303632879,-0.2411180089118126,0.737400145511906,0.7831715383231298,-0.8942881549746743,-0.038239402937742535,0.3588583563163848,0.9452270101682708,-0.6530605442128223,-0.7173879070826495,-1.8072418818579925,-1.6068374052250691,-1.8072418818579925
MIMAT0000069,0.6923824840934502,-1.0211258080934142,0.43824087682433704,-1.1119685438915798,0.4318203117300124,1.5109435204664878,-0.7020066523715873,0.3666007155209539,0.21325382631363213,-0.45396156453204506,-0.5684119510041967,-0.5523650054501398,-1.1450435326055952,0.6311136639282645,-1.5085280064602495,-2.5336191319811947,-0.7176285682050662,0.2794116669314839,0.6279685567379633,-1.580571317792935,0.5390571758486845,0.10202209929186663,-0.06891733530925745,-0.049829722657421804,-0.5365638452792226,0.4283149742710515,-0.6367738117013576,-0.8696426860537482,0.6564119454604835,-1.0232979679010226,1.0486623854556991,0.0980992753943013,-0.39149798912527395,0.6926784094989707,-3.2412785580442836,-1.502397045462088,-2.733548061505464,1.8665665875868422,0.26320712483267594,-3.2412785580442836,-3.2412785580442836,-0.902091627561868,0.7356255379655996,-0.2989230677638728,0.7757095245344541,0.6545031841953004,0.9398629933402385,1.7224551120654847,0.3949116521303396,-0.6491807599250506,1.0486623854556991,1.5478034563011913,0.7461237249241095,2.880118819399295,1.1994545254051976,0.09714489476171015,0.4960759991850665,0.7232185897419074,0.4283149742710515,1.02193972774313,-0.290333642070547,1.58979620413523,1.81693879469207,-0.4850272911192672,0.4960759991850665,0.8587406395699384,1.47622490885681,-0.34282457686309364,-1.7915743771373926,-0.5146130907296118,-0.5079324263014692,-0.39149798912527395
MIMAT0000070,-0.1498208828687896,1.4904485832223735,0.0375895006557333,-1.0645766556683127,-0.3308269716564237,-1.1111133919234557,-1.3732424463925132,-0.07234767646071458,-0.19004938843807964,-0.18361654558567203,-0.8783375046501621,0.4716540173491282,-0.541401850646088,-0.5765083092264404,-0.24781552087547207,0.01607822549954395,0.45563777710712045,0.8964491572898718,-0.7501207752778986,0.15733131627338723,0.7766762737347003,0.09203494555210939,0.0778426076270292,-1.4399383651124658,0.001140046983225852,-0.8088854798157237,-0.1290218741092882,-0.6275885182940076,-0.2045622747433367,0.37884205015346734,-0.9390474009082377,-1.4399383651124658,-0.17085963446045307,-0.453264516830819,-1.4399383651124658,-1.4399383651124658,-1.4399383651124658,0.26727468921702763,0.5508417315971473,-1.4399383651124658,-1.4399383651124658,-0.7798314795718589,1.0005976553721738,-1.0308580416788504,0.9936246953136468,0.10224796783187512,1.1330838964841965,1.1586514166987978,0.7925710136261022,-0.41956187654793536,1.081948856054995,1.3387862182107595,0.8088412537626657,2.4254058273313013,0.9297058947771432,0.5217877313532825,1.1388946965329707,0.65543613247506,0.6728685326213785,1.185381096923154,-0.047670673426467046,1.3108943779766495,1.817596142229651,0.29981516949015585,0.32073404966573776,0.7472467732456727,1.2957862978498398,-0.4242105165869542,-1.4399383651124658,-1.4399383651124658,0.10573444786113913,-0.14180563421658884
MIMAT0000071,-0.36974862722381574,-0.6353964132991826,1.1821142917750496,-0.6479591585496716,0.6554229011276231,-0.5921293203083727,-0.9805131863860044,-0.7938962253455001,0.5249112977664085,0.4580452000952754,0.5712030380088597,1.157479166239064,0.5569135153960332,0.02230165540843211,1.1564352219461322,-1.9789627110226207,0.4082388517990025,-0.32756920646763577,-0.6887862092987,-0.1636274122793054,0.06650178299339975,-0.26810078116814623,-0.30563552398638827,-0.30563552398638827,2.439260410634892,-0.30563552398638827,-0.30563552398638827,-0.30563552398638827,-0.30563552398638827,-0.30563552398638827,-0.30563552398638827,3.110369328570932,-0.30563552398638827,-0.30563552398638827,-0.30563552398638827,-0.30563552398638827,-0.30563552398638827,-0.16053089308129803,-0.30563552398638827,-0.30563552398638827,-0.30563552398638827,-0.30563552398638827,-0.30563552398638827,-0.30563552398638827,-0.30563552398638827,-0.30563552398638827,-0.30563552398638827,-0.30563552398638827,-0.30563552398638827,-0.30563552398638827,-0.30563552398638827,-0.25122128739697974,-0.30563552398638827,-0.30563552398638827,-0.30563552398638827,-0.30563552398638827,-0.30563552398638827,-0.30563552398638827,-0.30563552398638827,-0.30563552398638827,-0.30563552398638827,-0.30563552398638827,-0.30563552398638827,-0.30563552398638827,-0.30563552398638827,-0.30563552398638827,-0.30563552398638827,-0.30563552398638827,-0.30563552398638827,-0.30563552398638827,-0.30563552398638827,-0.30563552398638827
