sample_id,MIMAT0004602,MIMAT0003340,MIMAT0004592,MIMAT0004804,MIMAT0027498,MIMAT0027540,MIMAT0019020,MIMAT0023700,MIMAT0031178,MIMAT0022945,MIMAT0022286,MIMAT0027431,MIMAT0003228,MIMAT0022693,MIMAT0004748,MIMAT0019838,MIMAT0026720,MIMAT0019003,MIMAT0000103,MIMAT0027478,MIMAT0000070,MIMAT0031000,MIMAT0005586,MIMAT0018110,MIMAT0029782,MIMAT0027574,MIMAT0000093,MIMAT0003240,MIMAT0024598,MIMAT0027654,MIMAT0027359,MIMAT0027660,MIMAT0018971,MIMAT0031180,MIMAT0018192,MIMAT0004952,MIMAT0019964,MIMAT0016849,MIMAT0031016,MIMAT0027590,MIMAT0018997,MIMAT0027686,MIMAT0000075,MIMAT0027575,MIMAT0018931,MIMAT0019737,MIMAT0004610,target,split
GSM2278612,-0.2925374386739964,-0.3880351774366917,-0.6632242204863829,-0.9890818075075736,-0.1394555062294236,-0.3569026852098639,-2.571048690712848,-0.7785540528260784,0.8690882739973584,0.3677912388255646,-0.2988782201859208,-1.195441764844134,-0.6570117199428577,0.172848889832842,-0.7944736222824528,0.5411449897897217,-0.2362935144858183,-0.389418476579586,-0.8396022345241008,0.0689379051317502,-0.1498208828687896,0.5279442882972424,-1.321546908040468,-1.774394931264811,-1.6490529295859864,1.402890642444645,0.0786088745159123,-0.3666099433102105,-0.5265707088255989,0.2680598971372173,-1.026874620206327,-0.3139355800464713,-0.1304230268362671,-0.5251049472720414,-0.710787467416127,-1.1985898597078468,0.8558328739525144,-0.8432663631286301,0.3945105006349464,-0.7529031973792406,-0.4684905696613091,-0.1888336954188414,0.1196317536991384,-0.0279205949975942,-0.2231229719903709,-0.6239361535810952,-0.4283494924038081,1,test
GSM2278613,-0.4501988826557831,-0.4754172499157053,-0.401877357551803,-1.1033969309956055,-1.082330571998925,-0.6992313540671967,-0.8909915276196914,0.4158078984762368,0.5364444563475083,-0.6456007313014215,0.5540981483312813,-1.2870023438868137,-0.7935891397366142,-0.817471123211419,-0.8863457778918765,0.0707990916919271,-0.8273337547799603,-0.2922985655135116,0.7353092295730037,0.2351655693746112,1.4904485832223735,0.5737628973976212,-0.5645051806007345,0.7362398219875644,-0.949589265894255,-0.1102148093712999,1.4339375499868616,-0.2316868079254016,0.8494137570739841,-0.0586195776175978,-1.504217187466728,0.4220668407448008,-0.6618754139694192,-1.5829681725212774,-0.9126377522750602,0.8667063981810351,0.6073645151089425,-1.4570256982936782,-0.6297230901742156,1.3089882331375828,-1.0095423627577775,-0.5747406932664774,0.2196865315871582,0.1532052914442869,-0.2221265714169519,-1.0744402552609038,-0.9558086468557996,1,test
GSM2278614,-0.5343584785590536,-0.4146298755282385,-0.0684077138130289,0.7894678965690968,0.5512999054484814,-0.5673262472133885,0.9759227722861212,0.6870679524056262,-1.013455583295727,-0.5078901878687371,-0.4494250093697112,-0.7276081171599299,-0.7621456764403808,-0.7926749373723126,-0.0816408205110738,-0.2802910669872901,-0.0976823029412056,-0.5340024580950754,-0.5855409858896843,-0.109340717891985,0.0375895006557333,-1.0685926327296245,-0.4629797131578896,-0.7012885615349322,1.4980996385779417,0.912841504401175,0.681247920368146,-0.8032660506685204,-0.3860507017903022,0.3408714438289166,0.467449015160067,-1.3457137705299935,-0.587519827629639,-0.3228035883179962,-0.974911387722351,0.4224190303213633,0.4443382670922776,-1.04176601712347,0.5276766540071027,0.7524082015845825,-0.693563015907653,-0.66673020172224,0.1906264387651928,-0.306719205590679,-0.8572474192492048,-0.3695677896912593,-1.0383810641010696,1,test
GSM2278620,-0.6781179758269892,-0.6676525545120491,-0.3937892617374758,-0.871097916851612,0.3895928734941395,0.1065701502194618,1.508852823693683,0.8024464709876074,-1.107502105649698,-0.8269409609398743,1.677622077038346,-0.5667642002179183,-0.7672156369795203,-0.4179980346919282,-0.7058017440306475,1.8473556730217635,-0.985791751115306,-0.6462723120143414,-0.6617440508683945,-0.299591992382588,-1.0645766556683127,-0.9114473489758405,0.4568932308628155,-0.3851467777920997,-0.4400162097206249,1.7417361549276114,-0.3171928018683819,0.1828555746531935,-0.7669877631788267,1.5700676857755949,-0.2271461871482272,1.2230559897302618,-0.7328607119202655,-0.8965241017337853,-0.7513332492267054,0.5138288304729037,0.6327722935427025,0.734421763765249,-0.2168299378188305,-1.8075341120361892,-0.7101404353309299,0.089066836097375,0.3654539927104748,0.2923915424689611,-0.5897573677841833,-0.0339227675026568,-0.2918989710925397,1,test
GSM2278623,-0.0984527820837095,-1.458057134875064,-0.7179359429178807,-0.4315900108048114,-0.9804052708937202,-0.5085516291708557,0.3973726262000429,0.1813690492617221,-0.9585792402958636,-0.869475618847651,0.94887532640759,-0.2339158020646313,-1.324519176487256,-0.7255332264442818,0.2363514577790222,0.2229008951105363,-0.6232461475756805,-0.5660423001961563,0.1410060448013677,0.7272574300949761,-0.3308269716564237,0.3895665778386001,-1.2127656853232418,-1.787136297924137,-0.2497394807437981,0.1065462689787225,-0.6564228344428574,-0.2190089651628912,0.4805478033883869,-1.3050144856406152,0.721852038255901,0.188752020279079,-0.1287902039772989,0.7696086360721223,-0.7552668318661259,-0.158771920349179,0.4918363965650081,-1.2009100424162067,-0.2118387225930448,0.3649342572338372,0.789591988988238,0.1558361288561522,-0.7617010132706745,0.5522727256089297,-0.0429874343617221,0.6147518344395604,0.0280383833486596,1,test
GSM2278627,-0.6298838470740475,-0.4067028817786439,-0.2032449145052171,-0.9197315732548588,-0.3323220636610702,-0.4958094914574626,0.7123158567559915,0.6928360936085466,-0.0393027784283237,-0.1470191801620978,-0.0118591783817333,1.3717119434581773,-1.1050379888147783,-1.0165828387899063,-1.3740590198593254,0.3424697316092773,-0.2250063487546996,-0.3961133634315173,-1.447322864954387,0.2034840317935347,-1.1111133919234557,-1.100004400956848,0.7553035173914663,-0.7215603033025698,-0.2019030918043739,-0.1623979330965586,-0.7511889137354067,-0.3344447365196422,0.7707033204825247,-0.0149521665924468,1.1037447369392952,-0.3765374991328543,-0.9639084932292716,0.3972626890530973,-0.6444174507528316,0.0154819329239937,0.4279856328470365,-0.4413184585555252,-1.04561758173667,-0.1551788576113298,-0.2767207253693554,-0.3673805927897381,-0.5242773513107791,-0.0494686294056108,-0.5916237407829043,-1.1742016325335811,-1.060233964194392,1,test
GSM2278630,-0.4664664923727157,-0.4969392665756419,-0.5363773225945994,-0.5293190725721392,-0.631992102294644,0.3492050331828707,0.2545186462461697,1.521550542986496,-0.2956197831224643,0.2838690323507602,-0.5923579752334128,0.1382821802752567,-0.662824981628614,-0.2998150998790956,-0.8039701211030211,-1.42072594751641,-0.5517984272372699,-0.1093082039424238,-1.0118494523009596,-0.1968082709119269,-1.3732424463925132,-0.8203937548995485,1.140345335559107,-0.5303660449375096,0.4096385462037782,0.5770311109677041,-0.7161179572542579,-0.5723848463065577,0.4194983553945295,0.2731229619667965,1.3131790738927656,-0.1946595882901905,-0.5959474724473889,-0.0888597340153037,0.7191483475861776,-0.1978317257325283,0.3679177396626319,-0.1572164137466247,-0.2919097450938141,1.8205370900770883,-0.6980306561759995,-0.4295366193492441,-0.4708295008830285,-0.1932889497375647,-1.427725978661494,-0.2482334963768836,0.6248693929931907,1,test
GSM2278631,-0.3235716465114666,-1.1238134142805336,-0.4944340188934424,-0.7818990878792407,-0.2565942095894692,-0.0672515708489725,0.0990767896253239,0.8158567407490134,-0.8464990841349425,0.0606808648316706,-0.0576807563216039,-0.8029983119701746,-1.1796968769563232,-0.8676995815659736,0.4221222134815693,-1.421661509267606,-0.9426312813362449,-0.5528492603234196,-0.946449359721284,-0.3562122163946668,-0.0723476764607145,-0.7529704934367825,0.1997092438981389,-1.0430706782939605,-0.0971820828643862,-0.2089409754916908,0.0367426699918539,-0.5304359889381488,-0.4762355379213476,-0.7801194459691665,-0.138341005743162,-1.536230911868325,-0.5843848662704934,-0.056327894272864,-0.2570175483545603,0.1549767729019376,0.3426790776183416,0.0435711019322137,1.5235122798815055,0.1546648009241627,0.429639697545104,0.4106832807839379,-1.3263130833141716,0.8236782639519783,0.7350459476041024,0.7587233665779959,0.9458531511995016,1,test
GSM2278635,-0.461091069899587,-0.8250855612122407,-0.4585731927194677,-1.1981414625827438,0.0701593351701331,-2.3577870014139406,1.7467634384095891,-0.2826845214616555,-0.1957937062493634,-0.8062684921939494,0.7309969690226619,0.5061245549141823,-0.8094294571405976,-0.3005802316973813,1.0543456246437974,0.3861789555731761,-0.6633984037757301,-0.6481312219219076,-0.2180117639100602,0.1684033396762342,-0.1900493884380796,0.2209591141156727,-0.59338416184254,0.0601860566153604,0.8553070729972759,0.9722813295009683,-1.7058069202843198,-0.3769713423742357,0.5536939209422631,-1.4274338651650595,-0.0942423416993327,-0.7514753545436965,-0.2200859421048057,-1.8559423752203656,-0.5121073813202248,0.2380731803800448,0.4697919213790525,-0.7165614650898176,-0.5561178343089983,0.6140859327731447,-0.0803829846466411,-0.1478160309573743,0.2583704566143527,0.6238277557361062,-0.4245301933873783,-0.3366726102475533,-0.2228975110766254,1,test
GSM2278643,-0.5709570162547323,-0.6100946192382967,-0.5803832225244634,-1.0424758537586774,0.9449659944688268,-0.2822789058796046,0.3480364605622991,0.7523018312050509,-0.0839591674875549,-0.7555624369576701,0.4102911376324661,-0.3216597905019634,-0.8950283853285356,-1.1605276572702727,0.0146731144687354,0.2479844856800696,0.0427233633945423,-0.2465207121002704,-0.8498198468868692,0.0323998679474816,-0.183616545585672,0.9125073383806892,0.579143946155515,0.3766898689784091,0.8599422303273669,-0.2511387339178647,-0.4832024600581349,-0.6219337645686587,0.7531552451691371,-1.6346740635407235,0.7656175041361121,0.0317302069946228,-0.9411228924264268,-1.6511335471423891,0.0967329517941145,0.1006001796978199,1.177225575988439,0.018497928498509,0.9114763748776864,0.341295159069837,-0.2832535428078981,-0.8900894789187601,0.2862990680803311,-0.9345381767077712,-0.4514722661438986,-0.9112175028031868,-0.2294308059522513,1,test
